sao	const	StarName	Mag	BV	MK	RA	DE	Distance	DblSep	DblPeriod	DblPA	VarName	VarType	PmRa	PmDec	ProperName	HIP	IAU	HD	DM	HR	WDS	PPM	SKY2K
248294	Tuc		9.090	.066	A2mA5-A7	0h58'35.1655''	-60º46'11.315''	4166.67						-.00260	-.0260			J005835.16-604611.3	5794	CP-61   51 			352123	580089
255728	Tuc		8.000	.430	F3/5V	1h0'10.0827''	-70º10'36.322''	466.20						-.00186	.0118		4684	J010010.08-701036.3	6045	CP-70   44 			367125	1000020
248301	Tuc		6.920	.638	G1/2V	1h1'19.0319''	-60º51'36.533''	149.95						.01001	.0981		4772	J010119.03-605136.5	6107	CP-61   58 			352152	1010044
248312	Tuc		8.730	.797	K0III/IV+A/F	1h4'1.8627''	-64º8'40.396''	248.76	.300		141			.01314	.0035			J010401.86-640840.3	6435	CP-64  109 		01040-6409	352188	1040003
255733	Tuc		8.420	1.000	G8/K0III	1h4'20.9763''	-72º15'9.648''	653.59						.00082	-.0033			J010420.97-721509.6	6536	CP-72   79 			367149	1040051
255734	Tuc		8.980	1.562	M2/3III	1h4'31.2223''	-70º32'25.260''	2032.52				CZ_Tuc	SR	.00515	.0034		5038	J010431.22-703225.2	6550	CP-71   36 			367152	1040076
248313	Tuc		7.610	1.184	K1/2III	1h4'34.1850''	-64º42'4.224''	966.18						.00390	.0095		5043	J010434.18-644204.2	6495	CP-65  112 			352190	1040086
255738	Tuc		8.170	1.160	G8III	1h5'27.0668''	-70º55'59.862''	1190.48						-.00185	.0025		5107	J010527.06-705559.8	6662	CP-71   37 			367160	1050058
248326	Tuc		9.460	.572	F7V	1h8'13.4187''	-64º18'35.409''	562.11						-.00134	.0067		5337	J010813.41-641835.4	6914	CP-64  115 			352227	1080141
248328	Tuc		8.380	1.576	K4III	1h8'55.6703''	-69º33'58.964''	1230.01						.00059	.0012		5386	J010855.67-693358.9	7042	CP-70   49 			352237	1080128
248330	Tuc		9.640	.815	G5/6III/IV	1h9'16.6219''	-68º51'11.294''	813.01						.01600	-.0103			J010916.62-685111.2	7068	CP-69   37 			352241	1090137
248331	Tuc		8.800	.670	G5V	1h9'56.6061''	-64º21'33.154''	164.93						-.00048	.0096		5462	J010956.60-642133.1	7112	CP-65  119 			352249	1090118
248334	Tuc		8.030	.852	K0IV/V	1h10'47.2227''	-66º11'17.391''	119.60						.01846	-.1238		5529	J011047.22-661117.3	7199	CP-66   88 			352261	1100129
248335	Tuc		9.510	1.526		1h11'16.9116''	-68º2'54.731''	1031.99						.00191	.0020			J011116.91-680254.7		CP-68   43 			352263	1110032
255750	Tuc		9.380	.495	F6V	1h11'23.1950''	-70º20'49.675''	451.06						.01138	-.0082		5565	J011123.19-702049.6	7304	CP-71   47 			367196	1110043
248337	Tuc		8.750	.488	F5V	1h13'40.1733''	-65º2'16.945''	253.10						-.00644	-.1355		5729	J011340.17-650216.9	7517	CP-65  123 			352281	1130090
248338	Tuc		8.140	.457	F5V	1h14'3.3984''	-61º0'33.865''	373.69						-.00348	-.0216		5766	J011403.39-610033.8	7528	CP-61   84 			352284	1140011
248342	Tuc		7.220	1.000	K2V	1h15'0.9928''	-68º49'8.075''	70.38	.900		230			.07686	.0760		5842	J011500.99-684908.0	7693	CP-69   44 		01158-6853	352293	1140135
248350	Tuc		6.230	.052	A0V	1h17'3.7585''	-66º23'52.275''	344.00	2.500		334			.00883	.0150		5992	J011703.75-662352.2	7916	CP-67   81 	380	01171-6624	352312	1170007
255758	Tuc		9.680	.125	A2V	1h17'51.3278''	-73º16'46.956''	340.14						.00003	.0147			J011751.32-731646.9	8096	CP-73   72 			367225	1170182
248358	Tuc		9.920	.150	A2IV	1h18'18.0313''	-68º31'31.179''	456.62						.00341	.0079			J011818.03-683131.1	8078	CP-69   52 			352332	1180148
255761	Tuc		8.210	.520	G0V	1h18'57.7150''	-71º6'55.826''	360.75						.02042	.0851		6155	J011857.71-710655.8	8190	CP-71   58 			367231	1180129
248364	Tuc		9.270	.256	F0III(+A3/5)	1h19'54.8637''	-67º25'39.195''	1388.89						.00249	-.0039			J011954.86-672539.1	8240	CP-68   50 			352345	1190142
248367	Tuc		8.690	.438	F3V	1h20'21.8024''	-68º4'10.875''	615.01						-.00015	-.0090		6266	J012021.80-680410.8	8298	CP-68   51 			352349	1200061
248372	Tuc		7.230	1.630	M2III	1h22'21.1782''	-61º19'45.910''	2267.57						.00396	.0192		6412	J012221.17-611945.9	8463	CP-61   94 			352366	1220059
248375	Tuc		7.560	1.103	K1III	1h22'48.0715''	-69º4'48.447''	551.88						.02025	.0592		6446	J012248.07-690448.4	8593	CP-69   55 			352370	1220125
247360	Tuc		7.710	.204	A1/2III	22h13'5.8199''	-59º41'30.100''	520.02						-.00095	.0054		109682	J221305.81-594130.1	210591	CP-60 7551 			350056	22130020
255172	Tuc		8.620	.556	G0IV/V	22h13'13.5106''	-65º40'19.065''	435.73						.00979	-.0560		109699	J221313.51-654019.0	210529	CP-66 3637 			365660	22130044
255178	Tuc		8.020	1.689	M2III	22h13'57.5017''	-61º26'55.476''	17543.86						.00258	-.0019		109763	J221357.50-612655.4	210694	CP-62 6315 			365671	22130192
255184	Tuc		8.010	.221	A4/7IV	22h17'45.2014''	-65º1'6.981''	724.64						.00317	-.0008		110072	J221745.20-650106.9	211224	CP-65 4016 			365703	22170115
255191	Tuc		10.790	.750		22h18'22.9595''	-59º50'15.121''	104.49						.00181	-.0055			J221822.95-595015.1		CP-60 7560 			350138	22180195
255193	Tuc	alp Tuc	2.860	1.393	K3III	22h18'30.0942''	-60º15'34.515''	203.00	.100					-.00961	-.0382		110130	J221830.09-601534.5	211416	CP-60 7561 	8502		365714	22180097
255207	Tuc		8.070	1.588	M1III	22h21'43.1787''	-59º56'53.226''	2949.85						.00049	-.0166		110402	J222143.17-595653.2	211850	CP-60 7564 			350174	22210117
255214	Tuc		7.360	-.037	B9.5/A0IV/V	22h24'39.8106''	-65º37'17.165''	677.51						.00364	.0004		110630	J222439.81-653717.1	212210	CP-66 3661 			365780	22240109
247441	Tuc		5.320	.673	G3IV	22h24'56.3905''	-57º47'50.695''	68.29	81.100		237			.02261	-.3313		110649	J222456.39-574750.6	212330	CP-58 7954 	8531	22249-5748	350219	22240167
255218	Tuc		7.750	1.280	K2/3III	22h26'35.2155''	-62º32'22.619''	1058.20						.00044	-.0254		110781	J222635.21-623222.6	212522	CP-63 4789 			365796	22260100
255222	Tuc	del Tuc	4.500	-.016	B9.5V	22h27'19.9678''	-64º57'58.876''	273.00	6.900		282			.01082	.0102		110838	J222719.96-645758.8	212581	CP-65 4044 	8540	22273-6458	365805	22270056
255222	Tuc	del Tuc	4.500	-.016	B9.5V	22h27'19.9678''	-64º57'58.876''	273.00	6.900		282			.01082	.0102		110838	J222719.96-645758.8	212581	CP-65 4044 	8540	22273-6458	365805	22270056
255234	Tuc		8.460	1.357	K2/3III	22h30'24.4525''	-66º23'27.664''	1028.81						.00127	-.0058		111095	J223024.45-662327.6	212999	CP-67 3899 			365844	22300061
255242	Tuc		9.390	.540	F7V	22h32'8.9542''	-66º9'26.051''	406.50	6.800		0			.00625	-.0365		111231	J223208.95-660926.0	213257	CP-66 3678 			365860	22320016
255250	Tuc		9.780	.482	F6V	22h33'30.1226''	-66º27'47.809''	79.37						-.00267	-.0021			J223330.12-662747.8	213469	CP-67 3906 			365880	22330169
255263	Tuc		9.840	1.359		22h36'48.2275''	-61º0'13.236''	138.89						.00080	-.0020			J223648.22-610013.2		CP-61 6662 			365907	22360198
255265	Tuc		7.350	1.163	K1III	22h37'31.6866''	-65º33'57.068''	936.33						.00051	.0074		111690	J223731.68-653357.0	214068	CP-66 3686 			365914	22370089
255276	Tuc		9.530	1.243		22h40'13.1064''	-61º14'1.203''	378.79						-.00090	.0110			J224013.10-611401.2		CP-61 6670 			365948	22400162
255285	Tuc		8.500	.476	F6V	22h41'8.6456''	-64º8'51.550''	340.83						.00548	-.0624		111998	J224108.64-640851.5	214634	CP-64 4286 			365966	22410017
255299	Tuc		6.300	.559	F3V	22h44'16.4749''	-60º29'58.644''	451.67						.00040	.0201		112259	J224416.47-602958.6	215121	CP-61 6676 	8646		366001	22440038
255300	Tuc		6.930	.102	A1V	22h44'33.9083''	-63º57'14.070''	337.38	20.000		290			-.00254	-.0056		112281	J224433.90-635714.0	215131	CP-64 4293 		22446-6357	366003	22440080
255303	Tuc		7.910	.901	K0III	22h44'40.3245''	-60º7'0.993''	888.89	31.400		91			.00605	-.0256		112291	J224440.32-600700.9	215171	CP-60 7594 		22447-6007	366007	22440096
255316	Tuc		6.480	1.240	K1III	22h47'35.6625''	-65º33'36.908''	647.25	80.600		41			-.00496	-.0069		112533	J224735.66-653336.9	215562	CP-66 3709 		22476-6534	366041	22470094
255324	Tuc		6.500	-.050	B9.5V	22h48'55.2778''	-63º43'6.254''	1071.81						.00035	.0050		112655	J224855.27-634306.2	215769	CP-64 4300 			366059	22480143
255337	Tuc		8.490	.475	F5V	22h52'1.4361''	-64º29'52.496''	440.92						.00086	-.0014		112916	J225201.43-642952.4	216170	CP-65 4089 			366081	22510142
255339	Tuc		6.150	1.026	K0III	22h52'10.0138''	-63º11'19.202''	410.00	.900		352			.00390	-.0407		112924	J225210.01-631119.2	216187	CP-63 4826 	8689	22522-6311	366083	22520018
255351	Tuc		7.850	1.383	K3III	22h54'55.3123''	-65º19'52.256''	2898.55						.00094	-.0146		113160	J225455.31-651952.2	216518	CP-65 4095 			366111	22540154
247664	Tuc		8.350	.353	F2III	22h58'49.9374''	-56º46'24.146''	920.81						-.00041	-.0038		113475	J225849.93-564624.1	217059	CP-5710170 			350676	22580131
255366	Tuc		8.210	1.477	M3III	22h59'27.2435''	-64º10'56.459''	1430.62						-.00085	-.0187		113520	J225927.24-641056.4	217098	CP-64 4306 			366154	22590066
255369	Tuc		9.500	.402	F5/7V	22h59'51.0653''	-66º25'28.459''	642.26						.00892	.0101		113548	J225951.06-662528.4	217141	CP-67 3934 			366161	22590132
255435	Tuc		6.130	.774	G8V	23h14'6.5866''	-62º42'0.013''	97.32						.06941	-.4250		114699	J231406.58-624200.0	219077	CP-63 4862 	8829		366322	23140010
255437	Tuc		9.090	.255	F0V	23h14'38.7073''	-66º12'55.331''	1754.39						.00223	.0088			J231438.70-661255.3	219148	CP-66 3757 			366325	23140108
255438	Tuc		8.420	1.237	K2III	23h14'48.1784''	-65º34'49.597''	833.33						.00642	.0018		114762	J231448.17-653449.5	219167	CP-66 3758 			366326	23140141
247798	Tuc		6.570	.291	F0III	23h15'23.5068''	-56º41'30.773''	308.64						.00594	-.0309		114810	J231523.50-564130.7	219301	CP-5710234 			350926	23150061
247800	Tuc		7.370	1.356	K2III	23h15'30.2843''	-59º41'39.393''	1501.50	3.100		9			-.00214	-.0163		114820	J231530.28-594139.3	219302	CP-60 7644 		23155-5942	350928	23150074
247814	Tuc	gam Tuc	4.000	.403	F1III	23h17'25.7733''	-58º14'8.643''	73.42						-.00442	.0796		114996	J231725.77-581408.6	219571	CP-58 8062 	8848		350952	23170064
255460	Tuc		9.090	1.077	G8III	23h20'1.1098''	-66º8'2.226''	1277.14						.00120	-.0119		115199	J232001.10-660802.2	219852	CP-66 3766 			366383	23190153
255476	Tuc		7.790	1.121	K0/1III	23h23'10.9685''	-64º53'32.795''	697.35						.00009	-.0495		115452	J232310.96-645332.7	220264	CP-65 4135 			366412	23230028
255491	Tuc		9.450	.948	G6II/III	23h27'40.0368''	-68º53'17.498''	7092.20						.00238	.0053		115805	J232740.03-685317.4	220805	CP-69 3322 			366450	23270173
255499	Tuc		8.390	.969	K0III	23h29'21.7358''	-67º12'57.219''	915.75						.00651	.0195		115935	J232921.73-671257.2	221020	CP-67 3967 			366462	23290060
255503	Tuc		7.090	.596	G0V	23h31'2.8525''	-69º4'36.262''	100.80	36.500		198			.03405	-.1229		116063	J233102.85-690436.2	221231	CP-69 3325 		23310-6905	366473	23300154
258156	Tuc		8.070	1.046	G8/K0III	23h33'52.1528''	-73º44'13.085''	1010.10						.01390	-.0330		116301	J233352.15-734413.0	221536	CP-74 2075 			375728	23330122
255521	Tuc		9.290	.512	F7V	23h35'24.7493''	-65º49'44.984''	1782.53						.00535	-.0077		116414	J233524.74-654944.9	221762	CP-66 3783 			366515	23350047
255524	Tuc		9.610	.887	K1III	23h36'44.5836''	-66º25'48.842''	1709.40						-.00128	-.0398		116516	J233644.58-662548.8	221932	CP-67 3970 			366530	23360087
255531	Tuc		6.630	.913	G6IV	23h38'43.7124''	-62º53'7.751''	543.77						.00768	-.0018		116679	J233843.71-625307.7	222167	CP-63 4913 			366552	23380112
255533	Tuc		9.670	.446	F0IV	23h39'1.1343''	-67º54'42.259''	1455.60						-.00112	-.0008		116704	J233901.13-675442.2	222204	CP-68 3576 			366555	23390152
258170	Tuc		8.950	.479	F5/7(IV)	23h40'4.9116''	-71º6'59.970''	298.42	7.500		144			.00307	-.0090		116785	J234004.91-710659.9	222313	CP-71 2769 		23401-7107	375769	23400009
255549	Tuc		9.500	.694	G8III+A	23h42'55.8685''	-66º35'56.440''	94.43						.00848	-.0042			J234255.86-663556.4	222646	CP-67 3978 			366589	23420123
258174	Tuc		7.820	.451	F5V	23h43'32.1458''	-74º12'53.793''	227.69						.02034	.0205		117035	J234332.14-741253.7	222690	CP-74 2091 			375788	23430075
255553	Tuc		9.310	.531	F6V	23h43'52.4293''	-68º25'45.582''	541.13						.00247	.0482		117058	J234352.42-682545.5	222760	CP-69 3332 			366600	23430197
255557	Tuc		5.720	1.392	K2II-III	23h44'12.0456''	-64º24'16.024''	898.47						.00223	.0346		117088	J234412.04-642416.0	222820	CP-65 4159 	8996		366603	23440030
258189	Tuc		9.190	.421	F2/3IV/V	23h50'20.4505''	-72º41'34.508''	303.03						.00558	.0040			J235020.45-724134.5	223494	CP-73 2320 			375831	23500043
258190	Tuc		9.600	.435	F3/5V	23h50'36.0571''	-69º49'56.281''	833.33	4.000		235			-.00222	.0095			J235036.05-694956.2	223536	CP-70 3022 		23506-6950	366656	23500164
255587	Tuc		9.890	.673	G0V	23h52'13.0840''	-66º39'20.658''	4761.90						-.00652	-.0118			J235213.08-663920.6	223725	CP-67 3985 			366666	23520155
258198	Tuc		8.920	.656	G3IV	23h54'35.2277''	-73º7'42.242''	136.05						-.00398	.0009			J235435.22-730742.2	223994	CP-73 2326 			375863	23540071
255606	Tuc		5.960	.097	A1IV	23h57'19.8907''	-62º57'23.701''	209.51						.01264	.0116		118092	J235719.89-625723.7	224361	CP-63 4940 	9060		366713	23570052
255610	Tuc		7.440	.444	F6m	23h57'52.7271''	-67º0'21.899''	411.52						-.00750	-.0211		118144	J235752.72-670021.8	224423	CP-67 3991 			366722	23570156
255612	Tuc		6.870	.808	G8IV	23h58'21.6425''	-63º0'10.767''	265.39						-.00135	.0545		118179	J235821.64-630010.7	224472	CP-63 4941 			366725	23580050
14482	UMa		9.710	.949		8h17'30.6948''	+69º41'20.437''	187.58						-.00658	-.1250			J081730.69+694120.4		BD+70  503 			16556	8170248
14507	UMa		7.076	1.647		8h20'47.9874''	+67º31'36.901''	1424.50						-.00144	-.0151		40902	J082047.98+673136.9	69285	BD+67  534 			16580	8200202
14528	UMa		7.103	.448		8h24'0.1354''	+68º55'28.454''	424.09						.00246	.0261		41170	J082400.13+685528.4	69892	BD+69  464 			16604	8230232
14573	UMa	1omi UMa	3.360	.847	G5III	8h30'15.8700''	+60º43'5.409''	187.69	7.100		192			-.01831	-.1077	Muscida	41704	J083015.87+604305.4	71369	BD+61 1054 	3323	08303+6043	16654	8300043
42444	UMa		7.110	1.648		8h36'40.8306''	+49º22'34.648''	1915.71						.00043	-.0010		42239	J083640.83+492234.6	72777	BD+49 1750 			50694	8360138
14616	UMa	4pi 2UMa	4.590	1.180	K1+IIIb	8h40'12.8186''	+64º19'40.570''	258.00						-.00914	.0264	Muscida	42527	J084012.81+641940.5	73108	BD+64  698 	3403		16713	8400048
14624	UMa		7.520	1.160		8h41'36.4024''	+64º42'20.288''	607.16						-.00061	-.0831		42657	J084136.40+644220.2	73329	BD+65  648 			16722	8410133
6638	UMa		7.500	.420		8h47'8.4914''	+72º23'6.652''	243.84						-.01896	-.0336		43131	J084708.49+722306.6	74072	BD+72  427 			7154	8470019
6649	UMa		8.230	1.115		8h48'54.0979''	+72º1'13.889''	1763.67	25.900		244			.00167	.0040		43270	J084854.09+720113.8	74358	BD+72  429 		08489+7201	7165	8480176
27028	UMa		6.940	.470		8h53'6.0967''	+52º23'24.826''	118.71						-.00373	.0343		43625	J085306.09+522324.8	75616	BD+52 1343 			31885	8530018
27052	UMa		6.971	1.520		8h56'56.9452''	+56º53'20.170''	1312.34						.00249	-.0017		43933	J085656.94+565320.1	76169	BD+57 1182 			31916	8560193
14718	UMa		7.298	.230		8h58'46.8738''	+66º0'4.905''	444.44						-.00293	-.0372		44084	J085846.87+660004.9	76271	BD+66  589 			16848	8580122
42630	UMa	9iot UMa	3.140	.214	A7IV	8h59'12.4539''	+48º2'30.575''	48.79	4.500		24			-.04398	-.2152	Talitha	44127	J085912.45+480230.5	76644	BD+48 1707 	3569	08592+4803	50941	8590047
27101	UMa		6.868	1.026		9h3'32.2720''	+53º6'29.823''	1165.50						.00022	-.0101		44464	J090332.27+530629.8	77247	BD+53 1305 			31973	9030109
42661	UMa	12kap UMa	3.580	.004	A1Vn	9h3'37.5319''	+47º9'23.494''	432.34						-.00366	-.0554		44471	J090337.53+470923.4	77327	BD+47 1633 	3594	09036+4709	50987	9030127
14766	UMa					9h7'41.1094''	+64º59'5.887''	389.86	2.800		282			-.00094	-.0080		44788	J090741.10+645905.8	77725	BD+65  688 		09077+6459		9070112
27136	UMa	15    UMa	4.460	.306	F0IVmvs	9h8'52.2562''	+51º36'16.734''	97.69						-.01479	-.0325		44901	J090852.25+513616.7	78209	BD+52 1365 	3619		32016	9080171
27140	UMa		7.070	.996	K1IV	9h9'49.4243''	+59º9'13.962''	220.60						-.02201	-.0289		44990	J090949.42+590913.9	78249	BD+59 1221 			32023	9090165
6770	UMa		7.027	1.032		9h11'2.4376''	+71º21'51.841''	575.71						.00532	.0262		45084	J091102.43+712151.8	78103	BD+71  492 			7289	9110002
27165	UMa		6.710	.000	A0V	9h11'56.2545''	+50º26'23.661''	396.35						-.00093	-.0013		45152	J091156.25+502623.6	78792	BD+51 1488 			32048	9110155
14805	UMa		8.790	.560		9h12'39.5112''	+61º56'28.843''	272.11	39.100		90			-.01517	-.0438			J091239.51+615628.8		BD+62 1053 		09127+6156	16947	9120115
14809	UMa		7.763	.158		9h12'47.5218''	+61º40'54.749''	419.29	24.800					.00066	.0022		45208	J091247.52+614054.7	78766	BD+62 1055 		09128+6141	16950	9120131
27170	UMa		7.020	1.126	K1III-IV	9h12'50.2922''	+56º56'30.636''	905.80						-.00332	-.0147		45213	J091250.29+565630.6	78865	BD+57 1208 			32053	9120150
6783	UMa		8.890	.352		9h13'45.2101''	+69º58'47.238''	801.28	1.100		279			.00019	-.0241		45284	J091345.21+695847.2	78696	BD+70  555 		09137+6959	16962	9130123
27178	UMa		7.640	1.338	M0V	9h14'22.7936''	+52º41'11.849''	20.63	17.700		87			-.16865	-.5629		45343	J091422.79+524111.8	79210	BD+53 1320 		09144+5241	32059	9140111
27219	UMa		5.860	1.481	M4IIIa	9h21'43.2891''	+56º41'57.190''	487.33						-.00128	-.0119		45915	J092143.28+564157.1	80390	BD+57 1214 	3698		32111	9210143
27246	UMa		6.360	.796	G2III	9h24'55.6813''	+51º34'26.026''	441.50	1.400		336			.00455	-.0079		46168	J092455.68+513426.0	81025	BD+52 1389 	3725	09249+5134	32145	9240169
27249	UMa		7.660	.130	A2V	9h25'37.8450''	+54º0'57.307''	651.04	5.800		313			-.00426	-.0229		46239	J092537.84+540057.3	81104	BD+54 1299s		09256+5401	32152	9250129
42869	UMa		7.427	.274		9h27'31.7305''	+42º45'51.537''	397.77						-.00269	-.0240		46387	J092731.73+424551.5	81538	BD+43 1915 			51257	9270088
14903	UMa		7.530	.150	A3V	9h31'9.8858''	+67º32'28.436''	1377.41	19.200		165			.00357	-.0068		46696	J093109.88+673228.4	81787	BD+68  572p		09312+6732	17080	9310028
27277	UMa		7.420	1.420		9h31'13.2892''	+58º45'23.481''	1322.75						-.00047	-.0121		46700	J093113.28+584523.4	81953	BD+59 1238 			32192	9310038
14908	UMa	23    UMa	3.650	.346	F0IV	9h31'31.7081''	+63º3'42.699''	77.16	22.800		269			.01583	.0269		46733	J093131.70+630342.6	81937	BD+63  845 	3757	09315+6304	17085	9310093
27289	UMa	25the UMa	3.180	.484	F6IV	9h32'51.4343''	+51º40'38.281''	44.95	4.100		101			-.10182	-.5356		46853	J093251.43+514038.2	82328	BD+52 1401 	3775	09329+5141	32203	9320161
42916	UMa		6.499	1.147		9h33'11.2488''	+45º30'49.528''	597.37						-.00149	-.0391		46879	J093311.24+453049.5	82408	BD+46 1521 			51316	9330033
27296	UMa		7.221	.939		9h34'18.8970''	+54º2'47.290''	723.07						-.00163	-.0176		46962	J093418.89+540247.2	82502	BD+54 1312 			32214	9340050
42962	UMa		6.640	.940		9h39'10.7450''	+43º8'39.024''	594.18						-.00367	-.0622		47380	J093910.74+430839.0	83371	BD+43 1943 			51380	9390029
14949	UMa		5.950	1.529		9h39'27.8747''	+67º16'20.029''	555.56						-.00479	-.0387		47401	J093927.87+671620.0	83126	BD+67  602 	3824		17141	9390058
6924	UMa		7.130	.152		9h39'29.4105''	+72º44'48.609''	343.64						-.00271	.0262		47405	J093929.41+724448.6	82951	BD+73  471 			7454	9390059
27340	UMa		6.490	1.149	K1III/IV	9h41'16.7312''	+55º51'59.368''	421.41						-.00362	-.0346		47521	J094116.73+555159.3	83564	BD+56 1397 			32267	9410051
42986	UMa		7.170	.813		9h42'25.0270''	+48º46'33.871''	154.04						-.00965	-.1958		47605	J094225.02+484633.8	83804	BD+49 1867 			51419	9420090
42990	UMa		6.370	.007	A1V	9h42'43.0933''	+48º25'51.600''	445.04						-.00307	-.0238		47633	J094243.09+482551.6	83869	BD+49 1868 	3854		51425	9420145
27359	UMa		6.490	.119	A2V	9h43'6.9656''	+54º21'49.331''	305.81						-.00365	-.0336		47664	J094306.96+542149.3	83886	BD+55 1345 	3855		32291	9430020
14980	UMa	28    UMa	6.530	.351	F2V	9h45'55.3628''	+63º39'11.926''	257.60	6.300		27			-.00252	-.0430		47911	J094555.36+633911.9	84179	BD+64  752 	3865	09459+6339	17185	9450147
27377	UMa		5.130	1.565	M3IIIab	9h46'31.6643''	+57º7'41.053''	568.83						.00002	.0331		47965	J094631.66+570741.0	84335	BD+57 1231 	3870		32318	9460091
14991	UMa		7.125	.424		9h48'46.7895''	+64º53'39.559''	206.40						.00045	.0367		48132	J094846.78+645339.5	84558	BD+65  736 			17202	9480136
15000	UMa		6.280	.282	A9Vn	9h50'23.5842''	+65º35'35.616''	312.99						-.00944	-.0284		48266	J095023.58+653535.6	84812	BD+66  637 	3885		17214	9500077
27401	UMa	29ups UMa	3.780	.309	F2IV	9h50'59.3578''	+59º2'19.448''	117.58	11.300		295	ups_UMa	DSCT	-.03816	-.1518		48319	J095059.35+590219.4	84999	BD+59 1268 	3888	09510+5902	32349	9510001
15018	UMa		10.450	.663		9h55'2.6692''	+68º56'21.997''	277.32	9.000		271			-.01304	-.0623			J095502.66+685621.9		BD+69  541 		09550+6856	17243	9550156
27431	UMa		9.050	.315	G0IV	9h55'57.2199''	+51º11'27.179''	438.60	13.900		316			-.00287	-.0182			J095557.21+511127.1	85830	BD+51 1557 		09560+5111	32380	9550145
43111	UMa		8.780	.594		9h57'14.5620''	+45º54'10.046''	305.81	4.300		250			-.00235	-.0853		48804	J095714.56+455410.0	86057	BD+46 1565 		09572+4554		9570045
7009	UMa		5.840	1.154	gK3	9h58'22.7714''	+72º52'46.233''	378.36						-.01583	-.0365		48893	J095822.77+725246.2	85841	BD+73  478 	3918		7546	9580064
27445	UMa		6.730	1.347		9h58'34.1661''	+58º57'6.686''	983.28						-.00120	-.0433		48905	J095834.16+585706.6	86129	BD+59 1274 			32397	9580100
